chr	start	end	motif1.distancePeakMax	motif1.score	motif2.distancePeakMax	motif2.score
chr10	31459900	31460900	64	96.3	-164	84.2
chr17	9720093	9721093	51	92.0	451	86.2
chr16	3517675	3518675	-27	96.6	64	95.0
chr16	5684480	5685480	-58	95.3	12	89.3
chr16	58823908	58824908	47	90.2	85	87.8
chr14	30846954	30847954	-39	91.4	-8	87.3
chr14	57522328	57523328	41	90.9	3	90.2
chr14	78479354	78480354	42	92.2	4	90.2
chr19	40314757	40315757	8	95.3	171	93.9
chr22	26794958	26795958	-9	99.6	44	95.1
chr21	23217069	23218069	-68	95.0	-20	93.5
chr7	64217335	64218335	20	95.0	44	94.7
chr7	75855998	75856998	19	95.1	-24	95.1
chr7	132536573	132537573	25	87.9	-3	83.1
chr7	134172157	134173157	12	94.7	-12	94.7
chr6	25712448	25713448	7	96.3	-41	94.6
chr6	107684513	107685513	-35	90.9	-73	90.2
chr5	63446230	63447230	43	94.7	-309	90.4
chr5	81352459	81353459	-15	97.8	9	92.3
chr4	90810188	90811188	237	86.6	-11	81.8
chr3	72053904	72054904	-36	96.1	-456	77.5
chr3	136883672	136884672	-477	88.3	473	86.5
chr3	143195540	143196540	-406	86.0	-24	78.7
chr2	51378044	51379044	-317	91.3	-341	91.3
chr2	83404299	83405299	-26	94.7	-2	90.7
chr2	119395665	119396665	19	98.3	91	96.6
chr2	135553622	135554622	-1	95.9	-357	82.4
chr2	216669324	216670324	95	92.2	60	88.3
chr1	119190076	119191076	-58	96.4	-34	94.7
chr1	121327925	121328925	-18	86.0	-293	84.0
chr9	94279250	94280250	118	94.7	142	94.7
chr9	98442673	98443673	255	90.4	293	90.2
chr9	114579252	114580252	-8	96.2	116	79.4
chr8	52648555	52649555	26	93.4	-3	88.5
chr8	129386909	129387909	24	94.7	48	94.7
chrX	69674263	69675263	23	92.8	105	91.8
chrX	153718709	153719709	-19	84.4	-208	79.2
chr12	3982116	3983116	-16	87.9	367	79.4
chr10	99448905	99449905	19	92.9	3	86.2
chr15	56536165	56537165	-17	89.8	25	87.0
chr15	83217724	83218724	-12	86.9	343	82.0
chr19	6343195	6344195	6	86.5	-180	77.1
chr7	106205522	106206522	-8	88.6	-191	79.1
chr7	148981804	148982804	19	94.9	-46	94.0
chr9	98078803	98079803	-40	85.6	-10	83.0
chr8	141688416	141689416	86	79.5	57	76.6
chr13	28174441	28175441	29	93.0	-431	82.0
chr11	2299584	2300584	-24	91.3	-226	79.9
chr10	115512445	115513445	-12	91.7	315	81.0
chr15	36307047	36308047	-27	96.4	-51	94.7
chr15	43442540	43443540	-23	92.7	-240	77.2
chr18	23811394	23812394	36	94.3	-27	90.7
chr22	47525316	47526316	-14	81.7	-387	77.2
chr20	47141613	47142613	3	94.9	37	92.2
chr7	92617059	92618059	-18	87.7	42	84.5
chr6	4185317	4186317	13	95.8	-272	86.7
chr6	26045026	26046026	37	93.6	-52	90.0
chr6	28606520	28607520	401	90.3	-5	90.2
chr2	86080946	86081946	29	89.7	91	84.5
chr2	198992689	198993689	0	98.2	-276	81.8
chr1	35542833	35543833	-14	96.4	5	79.8
chr1	187386340	187387340	9	95.9	-253	80.6
chr9	80573197	80574197	0	91.8	-459	84.0
chr9	102056835	102057835	57	82.9	247	79.7
chr8	69402646	69403646	29	95.2	15	83.5
chr8	144020956	144021956	31	82.9	-86	82.7
chr20	10414680	10415680	-19	84.6	-232	80.3
chr5	177018599	177019599	-25	84.4	-242	79.3
chr3	60255297	60256297	-7	97.8	-294	81.4
chr19	58919403	58920403	23	90.9	-83	82.0
chr17	37843614	37844614	-8	84.9	374	81.9
chr6	31946796	31947796	53	82.8	482	77.0
chr3	183352873	183353873	-18	91.3	-360	84.4
chr2	71357116	71358116	31	89.1	-337	77.1
chr2	128283618	128284618	4	98.5	-362	83.2
chr12	31901722	31902722	-6	86.4	226	81.9
chr17	7530732	7531732	-8	95.9	-306	81.4
chr16	2581625	2582625	-9	89.8	-143	75.9
chr21	44527198	44528198	-411	82.0	33	79.6
chr1	120254039	120255039	-50	92.5	-331	80.3
chr8	26434866	26435866	-6	88.3	-325	86.2
chr8	67525028	67526028	31	91.6	212	79.2
chr19	33615271	33616271	4	89.9	-199	82.0
chr1	181998374	181999374	-224	88.2	118	86.3
chr11	67088866	67089866	18	91.1	306	88.8
chr14	23537251	23538251	25	94.1	78	89.7
chr3	129031081	129032081	10	90.9	434	89.5
chr15	93374719	93375719	46	92.4	-203	75.5
chr19	5984242	5985242	14	93.2	126	84.5
chr17	1854942	1855942	11	90.4	-304	79.8
chr22	38082283	38083283	35	91.0	-295	78.7
chr7	151039806	151040806	42	90.5	11	84.6
chr3	14455343	14456343	16	99.6	-5	92.2
chr3	160645654	160646654	7	90.0	145	81.3
chr2	127751489	127752489	426	90.5	368	79.9
chr9	35111215	35112215	-26	93.5	46	89.3
chr19	34662768	34663768	-30	82.7	1	76.2
chr19	45504129	45505129	10	90.7	250	85.8
chr8	67686874	67687874	13	88.2	151	83.6
chr3	14451866	14452866	-1	84.1	-25	80.4
chr1	115212298	115213298	-37	92.5	54	77.3
chr1	180580096	180581096	-8	83.7	18	79.5
chr13	44575253	44576253	29	94.7	53	94.7
chr13	55274200	55275200	41	94.7	17	90.4
chr12	44894567	44895567	132	94.4	108	92.7
chr11	28912637	28913637	19	94.7	-29	92.7
chr11	29734513	29735513	144	94.7	96	92.7
chr11	68662744	68663744	-42	92.3	221	83.8
chr10	95707049	95708049	8	93.2	-28	91.3
chr10	96523519	96524519	1	96.4	74	88.9
chr16	15115653	15116653	78	84.4	-368	80.2
chr18	64882249	64883249	-111	93.0	-159	93.0
chr20	5444907	5445907	-83	94.8	-51	94.7
chr20	6544203	6545203	7	90.5	77	90.5
chr20	19619226	19620226	37	90.6	-1	90.2
chr7	38089496	38090496	46	94.7	22	94.4
chr7	54029985	54030985	23	94.7	47	91.3
chr7	63505262	63506262	-8	95.3	21	89.9
chr6	74619877	74620877	52	94.7	28	91.3
chr5	112793151	112794151	81	90.7	119	90.5
chr5	140220230	140221230	25	88.9	295	79.0
chr4	28311088	28312088	-13	90.7	-38	90.4
chr4	59590333	59591333	27	94.7	-21	92.7
chr4	119897130	119898130	105	90.6	67	90.2
chr4	132982928	132983928	6	94.8	30	93.0
chr3	113070604	113071604	-38	95.0	-14	94.7
chr3	163897276	163898276	11	94.7	-37	94.7
chr3	192506870	192507870	179	90.9	217	90.2
chr2	81261945	81262945	-22	94.7	26	94.7
chr2	167467547	167468547	7	94.8	31	91.3
chr2	193823000	193824000	29	96.4	53	93.3
chr2	234356990	234357990	-38	96.6	-57	94.4
chr2	237472299	237473299	-16	97.9	16	90.8
chr1	187519466	187520466	-23	94.7	74	90.4
chr1	188232211	188233211	35	95.0	11	94.8
chr9	26829888	26830888	78	95.0	102	95.0
chr8	50339067	50340067	68	94.7	20	92.7
chr8	50561979	50562979	40	94.7	112	92.7
chr8	112834512	112835512	-3	90.4	-41	90.2
chr11	14690369	14691369	10	89.2	-467	81.7
chr7	20826046	20827046	35	88.9	-203	88.8
chr3	100427713	100428713	-124	90.9	189	89.4
chr1	90099008	90100008	33	90.5	-406	86.6
chr12	66015521	66016521	12	94.6	-152	80.8
chr16	4941452	4942452	-409	87.4	11	84.1
chr15	90086264	90087264	35	91.4	-117	83.9
chr14	75986157	75987157	-12	88.0	-282	82.1
chr5	14145000	14146000	-37	82.0	133	81.8
chr5	36723641	36724641	-65	98.2	-42	80.6
chr3	41997108	41998108	13	92.0	74	85.2
chr3	177495086	177496086	62	83.7	36	82.6
chr2	130634642	130635642	30	84.5	-50	79.1
chr1	18305992	18306992	-34	97.9	200	84.3
chr1	21823160	21824160	-20	86.0	-111	86.0
chr1	28626099	28627099	-8	95.9	-44	82.7
chr1	67604090	67605090	-54	93.0	12	83.8
chr1	180210741	180211741	35	81.2	51	77.9
chr9	102580369	102581369	38	90.6	425	82.3
chr8	55061036	55062036	-11	94.1	-180	83.4
chr8	99313923	99314923	-367	89.6	18	88.5
chr8	124940106	124941106	-114	84.0	-86	83.6
chr6	27177131	27178131	39	83.4	12	81.7
chr6	28687048	28688048	36	83.7	-52	77.6
chr6	36921695	36922695	28	83.8	-126	76.1
chr4	56251920	56252920	9	93.4	-167	79.0
chr3	60262807	60263807	295	91.9	-140	87.9
chr1	161168379	161169379	18	87.9	36	83.2
chr10	30449781	30450781	-32	96.6	19	94.9
chr16	84957525	84958525	23	92.2	325	91.4
chr19	58915026	58916026	-9	87.2	353	83.0
chr20	48366807	48367807	31	85.0	388	84.8
chr3	194405977	194406977	-13	86.9	-49	79.7
chr8	144362589	144363589	321	83.9	-177	81.4
chrX	70272781	70273781	44	94.7	1	89.7
chrX	126528404	126529404	92	95.9	21	94.7
chr11	35065244	35066244	-86	96.1	208	91.6
chr17	9068665	9069665	54	93.6	-13	93.3
chr16	49951802	49952802	54	88.9	18	88.3
chr16	50581756	50582756	-11	95.6	142	76.6
chr16	55185093	55186093	-20	96.0	-423	86.0
chr16	87204215	87205215	-22	90.9	-368	82.1
chr15	40793427	40794427	5	96.5	246	81.9
chr14	74698131	74699131	63	93.4	425	79.7
chr19	9393091	9394091	32	90.2	69	88.9
chr20	45404130	45405130	21	96.5	38	88.9
chr7	37968171	37969171	12	82.5	-79	79.2
chr7	48202307	48203307	-33	94.7	-57	94.7
chr7	80361626	80362626	28	91.1	422	81.0
chr5	38015534	38016534	-15	88.2	-292	87.3
chr5	102185859	102186859	-1	93.1	-86	81.6
chr4	38306140	38307140	-19	94.7	-43	91.3
chr4	91525549	91526549	26	94.7	2	94.4
chr4	185588391	185589391	-7	96.3	102	82.0
chr3	138703239	138704239	13	94.8	-37	84.2
chr3	142896501	142897501	-90	94.1	-424	88.5
chr3	155129245	155130245	36	96.5	-173	82.9
chr3	181429130	181430130	38	95.0	-122	89.1
chr2	129850267	129851267	-17	96.1	-256	85.8
chr8	29854967	29855967	-16	97.4	6	91.8
chr8	53202696	53203696	-66	94.4	131	84.4
chr8	53881602	53882602	-59	90.7	-97	90.2
chr8	62658706	62659706	16	91.0	-50	88.6
chr8	108820711	108821711	16	90.0	354	83.0
chrX	8692105	8693105	-23	88.5	42	84.3
chr13	80933241	80934241	-303	86.8	368	81.0
chr12	102921834	102922834	-14	92.1	-395	83.8
chr12	110331193	110332193	-32	92.6	-72	89.8
chr11	133917329	133918329	2	82.1	219	80.3
chr10	14002310	14003310	-35	98.1	-356	84.7
chr16	54234838	54235838	150	96.3	80	95.9
chr15	91797651	91798651	-17	96.2	13	94.8
chr20	17505999	17506999	3	92.9	237	89.5
chr20	58569442	58570442	-22	98.2	269	82.2
chr7	50613666	50614666	31	87.8	-282	83.1
chr7	134143448	134144448	0	96.3	-32	80.4
chr7	158601949	158602949	33	95.7	15	91.1
chr6	111373929	111374929	55	96.6	-15	96.3
chr4	186817526	186818526	52	87.1	80	87.1
chr3	197755784	197756784	25	87.4	240	79.0
chr1	55081291	55082291	1	92.5	-209	83.6
chr1	189529298	189530298	216	90.7	150	90.4
chr8	27321590	27322590	-6	98.2	-408	82.2
chr19	4584267	4585267	36	98.4	-140	78.4
chr10	42398137	42399137	-280	85.8	60	84.2
chrX	129299374	129300374	-7	91.3	151	88.8
chr3	139107933	139108933	-25	83.1	-80	80.7
chr2	132996150	132997150	-304	81.2	395	74.6
chr9	102860846	102861846	70	86.5	468	85.5
chr11	8227384	8228384	-6	93.6	29	92.7
chr10	21814718	21815718	16	93.3	451	88.6
chr10	75541320	75542320	-366	83.9	-56	83.4
chr19	3683925	3684925	-1	93.5	201	81.3
chr9	117349447	117350447	-1	80.6	-122	79.7
chr10	42392909	42393909	198	89.4	-420	87.4
chr7	154719666	154720666	-57	92.0	-98	92.0
chr11	75265226	75266226	38	88.9	254	78.9
chr17	80673971	80674971	217	85.4	19	81.8
chr15	89583766	89584766	-39	88.3	100	79.0
chr19	7722982	7723982	1	96.8	395	85.8
chr6	135513077	135514077	62	84.0	-22	80.5
chr3	142838120	142839120	122	85.7	225	84.0
chrX	61838816	61839816	-351	83.9	260	79.3
chr16	612291	613291	-4	84.0	-93	79.6
chr16	55410329	55411329	-16	99.6	44	82.3
chr3	57945512	57946512	5	92.9	308	82.6
chr3	129166753	129167753	226	82.5	-8	81.5
chr2	43369788	43370788	18	96.4	-125	78.2
chr1	10988360	10989360	22	91.4	169	84.5
chr4	57253566	57254566	-41	91.0	49	77.6
chr6	26103544	26104544	-35	95.5	244	85.0
chr22	19165948	19166948	-15	90.3	-439	75.9
chr16	27248395	27249395	300	78.9	348	77.7
chr19	55833310	55834310	16	90.7	57	80.5
chr7	96759674	96760674	15	94.7	52	93.7
chr6	27145674	27146674	-151	95.5	-112	92.4
chr4	129732735	129733735	4	82.1	-283	76.9
chr4	187680142	187681142	34	82.7	-457	76.7
chr2	201390371	201391371	-4	93.9	301	75.0
chr1	85666235	85667235	-110	75.4	221	73.7
chr9	131450930	131451930	-8	85.0	-334	77.9
chrX	2188429	2189429	18	94.7	42	94.7
chrX	13276648	13277648	-15	96.2	58	93.2
chrX	143865708	143866708	-57	90.6	-19	90.2
chrX	145126792	145127792	41	94.7	89	92.7
chr13	32181843	32182843	38	90.9	0	90.2
chr13	33551943	33552943	-18	96.9	272	77.0
chr13	61913456	61914456	94	94.7	46	91.3
chr13	92616141	92617141	-22	94.7	26	93.3
chr13	98197818	98198818	6	94.7	-66	93.0
chr13	100730002	100731002	36	90.2	-169	88.9
chr13	104772854	104773854	-221	94.7	-65	92.3
chr10	33768460	33769460	88	90.7	50	90.2
chr10	60447537	60448537	-5	94.7	43	90.4
chr10	82619574	82620574	-137	90.7	-99	90.2
chr10	129257335	129258335	-115	94.7	-253	94.7
chr22	26350997	26351997	8	91.5	45	89.5
chr7	17714529	17715529	-2	91.7	41	91.1
chr6	21551804	21552804	-50	88.7	-91	88.7
chr6	122485180	122486180	34	94.7	83	90.4
chr5	125564908	125565908	32	94.7	8	94.4
chr5	174295303	174296303	47	94.7	136	93.3
chr4	128967854	128968854	51	90.9	13	90.2
chr3	35510052	35511052	5	94.7	29	94.7
chr3	153095091	153096091	27	90.2	234	88.9
chr3	176079325	176080325	-119	91.3	-70	90.4
chr2	53486019	53487019	34	93.0	-14	88.9
chr2	86946568	86947568	18	94.0	-39	91.4
chr2	125434610	125435610	-39	94.7	-15	93.3
chr2	197612069	197613069	-5	89.8	-34	88.8
chr2	199687625	199688625	-54	94.7	-78	94.7
chr2	216072777	216073777	34	94.7	10	91.1
chr1	97044860	97045860	28	90.8	227	84.5
chr1	105657824	105658824	-50	94.7	-99	90.7
chr9	27137765	27138765	39	94.7	135	94.7
chr9	106963326	106964326	-30	91.3	18	90.9
chr8	29169200	29170200	-28	90.6	10	90.2
chr8	83793125	83794125	113	94.7	89	91.3
chr2	200775366	200776366	37	90.1	486	78.2
chr9	115479970	115480970	-233	80.1	-464	76.9
chr12	80386243	80387243	47	96.4	71	90.1
chr11	44395195	44396195	86	86.9	53	85.5
chr10	50749453	50750453	45	96.3	-28	85.7
chr10	98886974	98887974	-367	91.8	264	88.5
chr10	119184141	119185141	15	95.5	-21	89.9
chr10	125733510	125734510	-1	92.7	-117	79.6
chr17	62309574	62310574	-11	96.8	151	81.6
chr16	48535603	48536603	-86	89.7	-2	88.3
chr18	3442617	3443617	53	93.0	207	84.1
chr20	37284789	37285789	-64	91.7	0	87.1
chr7	70684706	70685706	42	98.3	-29	87.4
chr4	6422452	6423452	-37	94.5	-80	82.4
chr2	33211510	33212510	32	99.6	-36	90.8
chr2	46771823	46772823	-16	91.8	116	89.8
chr2	86624795	86625795	14	99.6	-368	85.5
chr2	241189260	241190260	-11	94.5	357	80.0
chr1	9695112	9696112	1	93.9	273	84.4
chr8	103392866	103393866	-65	91.1	314	87.4
chr8	142317959	142318959	88	92.3	-269	79.9
chr15	75917538	75918538	312	92.2	192	86.2
chr3	10156751	10157751	15	81.0	-464	76.3
chr3	196014062	196015062	-219	81.5	-380	77.5
chr1	155035651	155036651	0	92.5	-295	80.3
chr13	98628142	98629142	28	96.3	-35	82.5
chr17	7606545	7607545	-76	88.6	-19	81.0
chr16	89237526	89238526	36	80.1	-445	77.9
chr15	65134804	65135804	235	85.0	-341	84.4
chr14	75696482	75697482	-66	90.9	184	77.8
chr18	46439758	46440758	1	93.0	-167	85.6
chr7	23510465	23511465	-1	89.9	444	79.6
chr5	172881869	172882869	42	82.9	66	80.6
chr2	183953596	183954596	32	94.6	48	79.1
chr1	236451106	236452106	-10	82.3	-431	81.3
chr9	132237053	132238053	-29	91.2	12	83.0
chr10	42364672	42365672	181	79.1	490	77.4
chr12	123011129	123012129	-21	86.4	168	75.8
chr17	27506054	27507054	-17	91.9	-225	86.1
chr5	86708313	86709313	-310	86.3	461	83.3
chr11	63607736	63608736	-3	93.5	-449	79.2
chr20	43016771	43017771	-9	92.0	9	89.7
chr7	32529511	32530511	59	88.5	-443	83.6
chr3	168864949	168865949	-23	90.3	-453	81.3
chr2	27885795	27886795	-7	88.8	395	78.4
chr17	56405760	56406760	-34	88.1	-317	82.3
chr12	95347667	95348667	25	80.8	-485	78.9
chr14	68085899	68086899	-13	86.4	165	80.7
chr5	16465445	16466445	-138	79.0	-64	78.8
chrX	199567	200567	13	81.3	-160	76.9
chr13	29272040	29273040	2	94.7	26	94.7
chr12	14569217	14570217	47	94.9	18	88.8
chr12	28928051	28929051	-110	84.5	131	83.2
chr12	92629834	92630834	9	94.4	-72	83.0
chr11	33200546	33201546	3	96.2	-16	93.5
chr10	61787593	61788593	-20	86.8	295	83.3
chr16	7105131	7106131	1	92.3	52	88.0
chr14	20932076	20933076	15	98.1	-458	86.8
chr14	75669040	75670040	55	89.8	12	82.8
chr14	95143740	95144740	-21	91.4	324	88.6
chr19	10872095	10873095	-24	91.6	7	91.0
chr22	37710646	37711646	7	91.1	423	88.9
chr6	18126046	18127046	-22	95.4	-47	93.2
chr4	25292637	25293637	-55	94.6	-444	86.9
chr4	160311351	160312351	-11	96.4	-35	93.0
chr3	158360240	158361240	25	96.2	-41	93.2
chr2	42753899	42754899	-50	93.0	-2	92.0
chr2	97335065	97336065	-4	99.6	236	79.8
chr2	144459029	144460029	19	95.0	123	85.1
chr1	224985417	224986417	-5	96.8	28	79.6
chr1	246845845	246846845	69	91.7	-2	91.4
chr9	116752505	116753505	-12	88.9	-44	77.5
chr9	140750536	140751536	30	94.9	-104	87.2
chr1	202128108	202129108	19	94.2	-174	83.8
chrX	135188773	135189773	-12	96.5	165	94.8
chr12	119078840	119079840	-88	100.0	-21	94.7
chr12	127844783	127845783	-59	98.3	36	96.2
chr12	132369287	132370287	6	96.1	481	86.0
chr11	48880071	48881071	287	78.0	-58	76.5
chr10	43115340	43116340	-21	93.3	13	78.4
chr10	105234866	105235866	18	85.1	-324	80.2
chr17	3814649	3815649	90	95.7	17	89.9
chr17	77681541	77682541	6	96.2	86	82.3
chr16	20324570	20325570	-4	96.2	54	89.2
chr14	40685487	40686487	-16	94.7	8	90.3
chr18	45616776	45617776	37	86.5	473	76.8
chr22	28119336	28120336	16	96.6	84	82.5
chr21	29123422	29124422	-91	94.5	40	90.9
chr21	42674603	42675603	63	97.8	15	97.7
chr7	1329362	1330362	21	88.2	491	83.5
chr7	66902037	66903037	44	95.8	12	88.3
chr7	108296685	108297685	327	91.8	48	90.7
chr6	24542641	24543641	21	97.7	-51	95.4
chr6	116037098	116038098	14	93.5	38	91.1
chr6	151177776	151178776	74	93.5	34	89.2
chr5	105490072	105491072	154	90.2	-51	87.3
chr5	149534958	149535958	42	97.9	356	77.1
chr5	150760774	150761774	55	96.1	-459	85.6
chr4	30094567	30095567	-55	90.7	-17	90.2
chr4	63918009	63919009	20	90.4	-189	88.8
chr4	119186751	119187751	207	93.0	-19	88.9
chr4	165851098	165852098	-8	95.2	33	88.9
chr3	5182108	5183108	83	94.6	-20	84.8
chr3	63764590	63765590	55	86.5	19	86.2
chr3	197836448	197837448	-27	95.7	-70	81.4
chr2	2653848	2654848	-4	86.6	-34	86.6
chr2	30849576	30850576	50	93.0	471	78.5
chr2	126422247	126423247	24	94.7	72	90.7
chr2	182555269	182556269	29	94.3	-103	83.8
chr1	5157819	5158819	18	86.5	-418	78.3
chr1	53054368	53055368	63	96.6	12	93.2
chr1	230631201	230632201	-7	86.3	378	83.7
chr9	79167335	79168335	34	89.9	70	87.3
chr9	137827837	137828837	10	97.4	-24	81.9
chr8	19648417	19649417	-34	95.0	127	95.0
chr8	100174609	100175609	49	90.9	11	90.2
chr12	122710173	122711173	-448	84.8	20	81.9
chr10	73119194	73120194	17	93.6	409	81.4
chr15	78029540	78030540	-1	82.7	37	78.3
chr20	43588665	43589665	-239	82.5	43	78.4
chr12	58240372	58241372	-51	93.9	-177	76.5
chr11	112096523	112097523	12	87.7	220	79.5
chr19	4179843	4180843	1	94.2	239	81.8
chr19	29218070	29219070	35	96.5	-8	80.0
chr4	113152370	113153370	-53	82.7	332	76.0
chr1	22447655	22448655	-316	81.8	85	76.8
chr3	9008947	9009947	5	86.7	-31	85.9
chr9	134072421	134073421	9	89.0	-17	86.7
chrX	153029033	153030033	-37	88.9	-411	85.8
chr12	44069610	44070610	7	85.9	-259	80.1
chr12	58480781	58481781	30	97.8	103	89.9
chr12	113786749	113787749	-27	97.7	12	91.2
chr12	119771943	119772943	-1	96.6	112	75.2
chr12	121329748	121330748	-46	93.6	427	76.3
chr11	6983030	6984030	24	93.8	232	76.7
chr10	114602450	114603450	-9	98.5	474	82.6
chr17	47643927	47644927	-12	93.3	-187	85.9
chr16	15657179	15658179	-28	87.4	-269	84.3
chr15	20561860	20562860	12	96.2	-68	82.7
chr15	68170752	68171752	5	91.1	85	89.9
chr22	28064965	28065965	-8	88.3	-66	83.3
chr3	12491017	12492017	9	90.6	77	87.2
chr2	65992445	65993445	0	96.5	436	85.5
chr1	51410444	51411444	0	89.3	-113	85.5
chr12	53551919	53552919	-295	91.3	0	89.7
chr11	2906667	2907667	9	93.9	69	89.0
chr11	59894276	59895276	20	96.5	-91	80.9
chr11	119248835	119249835	285	84.2	-10	82.3
chr17	15902558	15903558	28	91.4	-488	82.3
chr15	90834601	90835601	-42	91.1	-152	88.8
chr14	68282868	68283868	8	92.6	288	79.6
chr6	117996100	117997100	17	97.7	-389	76.9
chr5	79950494	79951494	168	78.7	365	77.4
chr2	158696038	158697038	16	94.5	-35	84.0
chr1	39243056	39244056	-20	89.8	42	82.3
chr19	30408386	30409386	-418	99.1	82	94.8
chr6	144414515	144415515	168	79.8	294	79.2
chr5	43514826	43515826	-359	85.8	-150	82.7
chr17	39686085	39687085	-16	85.1	56	81.5
chr2	122288030	122289030	-40	93.4	-491	80.0
chr12	14517990	14518990	17	91.9	-490	79.1
chr12	121734119	121735119	7	86.3	-26	76.0
chr11	116528699	116529699	-30	85.4	-116	81.3
chr6	25791921	25792921	65	98.6	-11	98.3
chr6	156939568	156940568	-4	94.2	-56	80.8
chr6	164825796	164826796	-16	88.5	-50	84.7
chr4	174235833	174236833	-31	99.7	-383	84.7
chr3	33686498	33687498	-5	93.2	154	79.2
chr3	37633470	37634470	31	87.1	-307	78.8
chr1	20137631	20138631	42	90.0	-167	83.9
chr1	94225866	94226866	1	99.6	70	99.6
chr8	39809224	39810224	-119	85.7	35	81.6
chr11	918897	919897	28	91.1	148	84.9
chr17	39991419	39992419	-17	89.7	130	85.4
chr19	35887338	35888338	-15	95.1	-318	80.0
chr8	90914188	90915188	-9	88.5	438	78.6
chr13	52552761	52553761	44	91.8	68	83.0
chr11	124609281	124610281	3	92.8	-318	73.4
chr10	25079313	25080313	1	93.3	-75	80.4
chr10	49491798	49492798	-1	93.8	273	81.3
chr19	48231646	48232646	-18	98.0	-115	80.1
chr7	1498741	1499741	77	85.1	-26	78.8
chr7	102671156	102672156	-19	87.2	67	86.7
chr7	106209703	106210703	-55	97.5	-16	88.2
chr6	170595442	170596442	-6	92.5	-453	80.1
chr1	23785553	23786553	-43	94.3	-80	92.6
chr1	160647206	160648206	13	86.5	446	79.8
chr8	102136731	102137731	-4	94.8	-49	79.4
chr8	142350012	142351012	65	96.7	466	83.8
chrX	40038988	40039988	6	92.7	89	81.0
chrX	70127443	70128443	-2	89.6	-35	87.4
chrX	90250783	90251783	-46	94.7	-70	92.7
chrX	105424939	105425939	-75	95.0	-51	94.7
chr13	25133792	25134792	46	90.2	253	88.9
chr13	25197757	25198757	-12	94.7	-36	92.7
chr13	54167307	54168307	29	91.6	-379	91.5
chr13	79692925	79693925	-1	94.7	167	85.8
chr12	61417277	61418277	3	94.7	-21	91.6
chr11	104209616	104210616	-26	95.0	22	93.3
chr10	10203276	10204276	20	96.4	-237	92.2
chr10	36770064	36771064	27	90.6	224	90.4
chr10	83621709	83622709	-166	94.7	-117	92.2
chr10	96533191	96534191	-17	94.7	97	90.4
chr15	74771908	74772908	-468	90.6	-221	88.9
chr18	27477871	27478871	31	94.7	78	93.0
chr20	22756673	22757673	11	92.6	405	80.3
chr7	23901128	23902128	18	94.7	-6	93.3
chr6	49450247	49451247	47	90.2	206	88.9
chr6	67364427	67365427	39	94.7	87	89.1
chr6	115552646	115553646	22	94.7	254	90.4
chr6	119336925	119337925	-84	90.6	-46	90.2
chr5	25875699	25876699	-25	94.7	0	91.6
chr5	161899245	161900245	44	94.7	20	93.2
chr4	45478458	45479458	33	94.7	81	92.7
chr4	63927172	63928172	-58	94.7	61	94.7
chr4	88316162	88317162	86	90.4	48	90.2
chr4	107994596	107995596	130	96.4	82	91.8
chr3	86781500	86782500	-80	91.6	280	90.7
chr3	106717348	106718348	101	94.7	125	90.7
chr2	48580925	48581925	-39	86.1	-80	82.0
chr2	155147220	155148220	-39	91.6	34	90.4
chr2	174388721	174389721	-22	98.2	3	79.1
chr2	190515065	190516065	54	91.9	78	91.9
chr1	104950117	104951117	41	94.7	89	94.7
chr8	54380689	54381689	34	94.8	58	91.9
chr8	60912715	60913715	-24	94.7	-72	93.0
chr8	96836410	96837410	-71	90.6	-33	90.2
chr8	122678651	122679651	42	94.7	90	91.3
chr12	56709368	56710368	60	82.8	-29	82.3
chr11	45939152	45940152	-42	86.3	126	80.2
chr10	49513912	49514912	11	83.1	237	76.2
chr19	7197735	7198735	8	95.4	-485	87.0
chr21	38381845	38382845	76	91.4	-157	81.1
chr7	6120613	6121613	-22	86.5	121	83.1
chr19	9896322	9897322	14	83.9	-234	79.7
chr7	75507822	75508822	-69	85.3	-83	75.9
chr17	30770933	30771933	397	76.6	343	75.2
chr19	13799635	13800635	10	92.7	100	82.7
